id,domain_code,domain,name,definition,source_basis,registry_status,maturity,source_keys,notes
AXM-13-ANIMATION-VIDEO-A-024-caption-region-coordinate,13-animation-video,Animation motion video cinematics and timelines,caption region coordinate,"Smallest independently addressable caption region coordinate unit in animation motion video cinematics and timelines, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OTIO;SRC-GLTF;SRC-WEBCODECS;SRC-WEBVTT;SRC-SCXML,
AXM-13-ANIMATION-VIDEO-A-025-codec-parameter,13-animation-video,Animation motion video cinematics and timelines,codec parameter,"Smallest independently addressable codec parameter unit in animation motion video cinematics and timelines, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OTIO;SRC-GLTF;SRC-WEBCODECS;SRC-WEBVTT;SRC-SCXML,
AXM-13-ANIMATION-VIDEO-A-026-pixel-format,13-animation-video,Animation motion video cinematics and timelines,pixel format,"Smallest independently addressable pixel format unit in animation motion video cinematics and timelines, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OTIO;SRC-GLTF;SRC-WEBCODECS;SRC-WEBVTT;SRC-SCXML,
AXM-13-ANIMATION-VIDEO-A-027-sample-timestamp,13-animation-video,Animation motion video cinematics and timelines,sample timestamp,"Smallest independently addressable sample timestamp unit in animation motion video cinematics and timelines, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OTIO;SRC-GLTF;SRC-WEBCODECS;SRC-WEBVTT;SRC-SCXML,
AXM-13-ANIMATION-VIDEO-A-028-decode-timestamp,13-animation-video,Animation motion video cinematics and timelines,decode timestamp,"Smallest independently addressable decode timestamp unit in animation motion video cinematics and timelines, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OTIO;SRC-GLTF;SRC-WEBCODECS;SRC-WEBVTT;SRC-SCXML,
AXM-13-ANIMATION-VIDEO-A-029-presentation-timestamp,13-animation-video,Animation motion video cinematics and timelines,presentation timestamp,"Smallest independently addressable presentation timestamp unit in animation motion video cinematics and timelines, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OTIO;SRC-GLTF;SRC-WEBCODECS;SRC-WEBVTT;SRC-SCXML,
AXM-13-ANIMATION-VIDEO-A-030-motion-vector,13-animation-video,Animation motion video cinematics and timelines,motion vector,"Smallest independently addressable motion vector unit in animation motion video cinematics and timelines, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OTIO;SRC-GLTF;SRC-WEBCODECS;SRC-WEBVTT;SRC-SCXML,
AXM-13-ANIMATION-VIDEO-A-031-optical-flow-sample,13-animation-video,Animation motion video cinematics and timelines,optical-flow sample,"Smallest independently addressable optical-flow sample unit in animation motion video cinematics and timelines, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OTIO;SRC-GLTF;SRC-WEBCODECS;SRC-WEBVTT;SRC-SCXML,
AXM-14-AUDIO-MUSIC-SPEECH-A-001-audio-sample,14-audio-music-speech,Audio music speech and sonic interaction,audio sample,"Smallest independently addressable audio sample unit in audio music speech and sonic interaction, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-WEBAUDIO;SRC-MIDI;SRC-MUSICXML;SRC-WEBCODECS;SRC-WEBVTT,
AXM-14-AUDIO-MUSIC-SPEECH-A-002-channel-sample,14-audio-music-speech,Audio music speech and sonic interaction,channel sample,"Smallest independently addressable channel sample unit in audio music speech and sonic interaction, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-WEBAUDIO;SRC-MIDI;SRC-MUSICXML;SRC-WEBCODECS;SRC-WEBVTT,
AXM-14-AUDIO-MUSIC-SPEECH-A-003-sample-rate,14-audio-music-speech,Audio music speech and sonic interaction,sample rate,"Smallest independently addressable sample rate unit in audio music speech and sonic interaction, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-WEBAUDIO;SRC-MIDI;SRC-MUSICXML;SRC-WEBCODECS;SRC-WEBVTT,
AXM-14-AUDIO-MUSIC-SPEECH-A-004-bit-depth,14-audio-music-speech,Audio music speech and sonic interaction,bit depth,"Smallest independently addressable bit depth unit in audio music speech and sonic interaction, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-WEBAUDIO;SRC-MIDI;SRC-MUSICXML;SRC-WEBCODECS;SRC-WEBVTT,
AXM-14-AUDIO-MUSIC-SPEECH-A-005-waveform-point,14-audio-music-speech,Audio music speech and sonic interaction,waveform point,"Smallest independently addressable waveform point unit in audio music speech and sonic interaction, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-WEBAUDIO;SRC-MIDI;SRC-MUSICXML;SRC-WEBCODECS;SRC-WEBVTT,
AXM-14-AUDIO-MUSIC-SPEECH-A-006-frequency-bin,14-audio-music-speech,Audio music speech and sonic interaction,frequency bin,"Smallest independently addressable frequency bin unit in audio music speech and sonic interaction, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-WEBAUDIO;SRC-MIDI;SRC-MUSICXML;SRC-WEBCODECS;SRC-WEBVTT,
AXM-14-AUDIO-MUSIC-SPEECH-A-007-phase-value,14-audio-music-speech,Audio music speech and sonic interaction,phase value,"Smallest independently addressable phase value unit in audio music speech and sonic interaction, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-WEBAUDIO;SRC-MIDI;SRC-MUSICXML;SRC-WEBCODECS;SRC-WEBVTT,
AXM-14-AUDIO-MUSIC-SPEECH-A-008-amplitude,14-audio-music-speech,Audio music speech and sonic interaction,amplitude,"Smallest independently addressable amplitude unit in audio music speech and sonic interaction, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-WEBAUDIO;SRC-MIDI;SRC-MUSICXML;SRC-WEBCODECS;SRC-WEBVTT,
AXM-14-AUDIO-MUSIC-SPEECH-A-009-gain,14-audio-music-speech,Audio music speech and sonic interaction,gain,"Smallest independently addressable gain unit in audio music speech and sonic interaction, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-WEBAUDIO;SRC-MIDI;SRC-MUSICXML;SRC-WEBCODECS;SRC-WEBVTT,
AXM-14-AUDIO-MUSIC-SPEECH-A-010-pan-value,14-audio-music-speech,Audio music speech and sonic interaction,pan value,"Smallest independently addressable pan value unit in audio music speech and sonic interaction, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-WEBAUDIO;SRC-MIDI;SRC-MUSICXML;SRC-WEBCODECS;SRC-WEBVTT,
AXM-14-AUDIO-MUSIC-SPEECH-A-011-pitch,14-audio-music-speech,Audio music speech and sonic interaction,pitch,"Smallest independently addressable pitch unit in audio music speech and sonic interaction, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-WEBAUDIO;SRC-MIDI;SRC-MUSICXML;SRC-WEBCODECS;SRC-WEBVTT,
AXM-14-AUDIO-MUSIC-SPEECH-A-012-midi-note-number,14-audio-music-speech,Audio music speech and sonic interaction,MIDI note number,"Smallest independently addressable MIDI note number unit in audio music speech and sonic interaction, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-WEBAUDIO;SRC-MIDI;SRC-MUSICXML;SRC-WEBCODECS;SRC-WEBVTT,
AXM-14-AUDIO-MUSIC-SPEECH-A-013-note-on-event,14-audio-music-speech,Audio music speech and sonic interaction,note-on event,"Smallest independently addressable note-on event unit in audio music speech and sonic interaction, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-WEBAUDIO;SRC-MIDI;SRC-MUSICXML;SRC-WEBCODECS;SRC-WEBVTT,
AXM-14-AUDIO-MUSIC-SPEECH-A-014-note-off-event,14-audio-music-speech,Audio music speech and sonic interaction,note-off event,"Smallest independently addressable note-off event unit in audio music speech and sonic interaction, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-WEBAUDIO;SRC-MIDI;SRC-MUSICXML;SRC-WEBCODECS;SRC-WEBVTT,
AXM-14-AUDIO-MUSIC-SPEECH-A-015-velocity,14-audio-music-speech,Audio music speech and sonic interaction,velocity,"Smallest independently addressable velocity unit in audio music speech and sonic interaction, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-WEBAUDIO;SRC-MIDI;SRC-MUSICXML;SRC-WEBCODECS;SRC-WEBVTT,
AXM-14-AUDIO-MUSIC-SPEECH-A-016-channel-pressure,14-audio-music-speech,Audio music speech and sonic interaction,channel pressure,"Smallest independently addressable channel pressure unit in audio music speech and sonic interaction, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-WEBAUDIO;SRC-MIDI;SRC-MUSICXML;SRC-WEBCODECS;SRC-WEBVTT,
AXM-14-AUDIO-MUSIC-SPEECH-A-017-pitch-bend-value,14-audio-music-speech,Audio music speech and sonic interaction,pitch-bend value,"Smallest independently addressable pitch-bend value unit in audio music speech and sonic interaction, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-WEBAUDIO;SRC-MIDI;SRC-MUSICXML;SRC-WEBCODECS;SRC-WEBVTT,
AXM-14-AUDIO-MUSIC-SPEECH-A-018-controller-value,14-audio-music-speech,Audio music speech and sonic interaction,controller value,"Smallest independently addressable controller value unit in audio music speech and sonic interaction, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-WEBAUDIO;SRC-MIDI;SRC-MUSICXML;SRC-WEBCODECS;SRC-WEBVTT,
AXM-14-AUDIO-MUSIC-SPEECH-A-019-program-number,14-audio-music-speech,Audio music speech and sonic interaction,program number,"Smallest independently addressable program number unit in audio music speech and sonic interaction, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-WEBAUDIO;SRC-MIDI;SRC-MUSICXML;SRC-WEBCODECS;SRC-WEBVTT,
AXM-14-AUDIO-MUSIC-SPEECH-A-020-tempo,14-audio-music-speech,Audio music speech and sonic interaction,tempo,"Smallest independently addressable tempo unit in audio music speech and sonic interaction, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-WEBAUDIO;SRC-MIDI;SRC-MUSICXML;SRC-WEBCODECS;SRC-WEBVTT,
AXM-14-AUDIO-MUSIC-SPEECH-A-021-beat,14-audio-music-speech,Audio music speech and sonic interaction,beat,"Smallest independently addressable beat unit in audio music speech and sonic interaction, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-WEBAUDIO;SRC-MIDI;SRC-MUSICXML;SRC-WEBCODECS;SRC-WEBVTT,
AXM-14-AUDIO-MUSIC-SPEECH-A-022-bar-position,14-audio-music-speech,Audio music speech and sonic interaction,bar position,"Smallest independently addressable bar position unit in audio music speech and sonic interaction, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-WEBAUDIO;SRC-MIDI;SRC-MUSICXML;SRC-WEBCODECS;SRC-WEBVTT,
AXM-14-AUDIO-MUSIC-SPEECH-A-023-time-signature,14-audio-music-speech,Audio music speech and sonic interaction,time signature,"Smallest independently addressable time signature unit in audio music speech and sonic interaction, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-WEBAUDIO;SRC-MIDI;SRC-MUSICXML;SRC-WEBCODECS;SRC-WEBVTT,
AXM-14-AUDIO-MUSIC-SPEECH-A-024-key-signature,14-audio-music-speech,Audio music speech and sonic interaction,key signature,"Smallest independently addressable key signature unit in audio music speech and sonic interaction, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-WEBAUDIO;SRC-MIDI;SRC-MUSICXML;SRC-WEBCODECS;SRC-WEBVTT,
AXM-14-AUDIO-MUSIC-SPEECH-A-025-note-duration,14-audio-music-speech,Audio music speech and sonic interaction,note duration,"Smallest independently addressable note duration unit in audio music speech and sonic interaction, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-WEBAUDIO;SRC-MIDI;SRC-MUSICXML;SRC-WEBCODECS;SRC-WEBVTT,
AXM-14-AUDIO-MUSIC-SPEECH-A-026-articulation,14-audio-music-speech,Audio music speech and sonic interaction,articulation,"Smallest independently addressable articulation unit in audio music speech and sonic interaction, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-WEBAUDIO;SRC-MIDI;SRC-MUSICXML;SRC-WEBCODECS;SRC-WEBVTT,
AXM-14-AUDIO-MUSIC-SPEECH-A-027-lyric-syllable,14-audio-music-speech,Audio music speech and sonic interaction,lyric syllable,"Smallest independently addressable lyric syllable unit in audio music speech and sonic interaction, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-WEBAUDIO;SRC-MIDI;SRC-MUSICXML;SRC-WEBCODECS;SRC-WEBVTT,
AXM-14-AUDIO-MUSIC-SPEECH-A-028-phoneme,14-audio-music-speech,Audio music speech and sonic interaction,phoneme,"Smallest independently addressable phoneme unit in audio music speech and sonic interaction, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-WEBAUDIO;SRC-MIDI;SRC-MUSICXML;SRC-WEBCODECS;SRC-WEBVTT,
AXM-14-AUDIO-MUSIC-SPEECH-A-029-formant,14-audio-music-speech,Audio music speech and sonic interaction,formant,"Smallest independently addressable formant unit in audio music speech and sonic interaction, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-WEBAUDIO;SRC-MIDI;SRC-MUSICXML;SRC-WEBCODECS;SRC-WEBVTT,
AXM-14-AUDIO-MUSIC-SPEECH-A-030-speech-timestamp,14-audio-music-speech,Audio music speech and sonic interaction,speech timestamp,"Smallest independently addressable speech timestamp unit in audio music speech and sonic interaction, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-WEBAUDIO;SRC-MIDI;SRC-MUSICXML;SRC-WEBCODECS;SRC-WEBVTT,
AXM-14-AUDIO-MUSIC-SPEECH-A-031-speaker-identifier,14-audio-music-speech,Audio music speech and sonic interaction,speaker identifier,"Smallest independently addressable speaker identifier unit in audio music speech and sonic interaction, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-WEBAUDIO;SRC-MIDI;SRC-MUSICXML;SRC-WEBCODECS;SRC-WEBVTT,
AXM-14-AUDIO-MUSIC-SPEECH-A-032-spatial-position,14-audio-music-speech,Audio music speech and sonic interaction,spatial position,"Smallest independently addressable spatial position unit in audio music speech and sonic interaction, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-WEBAUDIO;SRC-MIDI;SRC-MUSICXML;SRC-WEBCODECS;SRC-WEBVTT,
AXM-14-AUDIO-MUSIC-SPEECH-A-033-orientation,14-audio-music-speech,Audio music speech and sonic interaction,orientation,"Smallest independently addressable orientation unit in audio music speech and sonic interaction, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-WEBAUDIO;SRC-MIDI;SRC-MUSICXML;SRC-WEBCODECS;SRC-WEBVTT,
AXM-14-AUDIO-MUSIC-SPEECH-A-034-attenuation-parameter,14-audio-music-speech,Audio music speech and sonic interaction,attenuation parameter,"Smallest independently addressable attenuation parameter unit in audio music speech and sonic interaction, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-WEBAUDIO;SRC-MIDI;SRC-MUSICXML;SRC-WEBCODECS;SRC-WEBVTT,
AXM-14-AUDIO-MUSIC-SPEECH-A-035-loop-point,14-audio-music-speech,Audio music speech and sonic interaction,loop point,"Smallest independently addressable loop point unit in audio music speech and sonic interaction, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-WEBAUDIO;SRC-MIDI;SRC-MUSICXML;SRC-WEBCODECS;SRC-WEBVTT,
AXM-14-AUDIO-MUSIC-SPEECH-A-036-cue-point,14-audio-music-speech,Audio music speech and sonic interaction,cue point,"Smallest independently addressable cue point unit in audio music speech and sonic interaction, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-WEBAUDIO;SRC-MIDI;SRC-MUSICXML;SRC-WEBCODECS;SRC-WEBVTT,
AXM-14-AUDIO-MUSIC-SPEECH-A-037-loudness-value,14-audio-music-speech,Audio music speech and sonic interaction,loudness value,"Smallest independently addressable loudness value unit in audio music speech and sonic interaction, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-WEBAUDIO;SRC-MIDI;SRC-MUSICXML;SRC-WEBCODECS;SRC-WEBVTT,
AXM-14-AUDIO-MUSIC-SPEECH-A-038-dynamic-marking,14-audio-music-speech,Audio music speech and sonic interaction,dynamic marking,"Smallest independently addressable dynamic marking unit in audio music speech and sonic interaction, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-WEBAUDIO;SRC-MIDI;SRC-MUSICXML;SRC-WEBCODECS;SRC-WEBVTT,
AXM-14-AUDIO-MUSIC-SPEECH-A-039-music-accidental,14-audio-music-speech,Audio music speech and sonic interaction,music accidental,"Smallest independently addressable music accidental unit in audio music speech and sonic interaction, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-WEBAUDIO;SRC-MIDI;SRC-MUSICXML;SRC-WEBCODECS;SRC-WEBVTT,
AXM-14-AUDIO-MUSIC-SPEECH-A-040-rest-value,14-audio-music-speech,Audio music speech and sonic interaction,rest value,"Smallest independently addressable rest value unit in audio music speech and sonic interaction, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-WEBAUDIO;SRC-MIDI;SRC-MUSICXML;SRC-WEBCODECS;SRC-WEBVTT,
AXM-14-AUDIO-MUSIC-SPEECH-A-041-harmony-symbol,14-audio-music-speech,Audio music speech and sonic interaction,harmony symbol,"Smallest independently addressable harmony symbol unit in audio music speech and sonic interaction, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-WEBAUDIO;SRC-MIDI;SRC-MUSICXML;SRC-WEBCODECS;SRC-WEBVTT,
AXM-15-SIMULATION-XR-A-001-mass,15-simulation-xr,Simulation physics robotics navigation and XR,mass,"Smallest independently addressable mass unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
AXM-15-SIMULATION-XR-A-002-center-of-mass,15-simulation-xr,Simulation physics robotics navigation and XR,center of mass,"Smallest independently addressable center of mass unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
AXM-15-SIMULATION-XR-A-003-inertia-tensor-element,15-simulation-xr,Simulation physics robotics navigation and XR,inertia-tensor element,"Smallest independently addressable inertia-tensor element unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
AXM-15-SIMULATION-XR-A-004-position,15-simulation-xr,Simulation physics robotics navigation and XR,position,"Smallest independently addressable position unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
AXM-15-SIMULATION-XR-A-005-orientation,15-simulation-xr,Simulation physics robotics navigation and XR,orientation,"Smallest independently addressable orientation unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
AXM-15-SIMULATION-XR-A-006-linear-velocity,15-simulation-xr,Simulation physics robotics navigation and XR,linear velocity,"Smallest independently addressable linear velocity unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
AXM-15-SIMULATION-XR-A-007-angular-velocity,15-simulation-xr,Simulation physics robotics navigation and XR,angular velocity,"Smallest independently addressable angular velocity unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
AXM-15-SIMULATION-XR-A-008-force,15-simulation-xr,Simulation physics robotics navigation and XR,force,"Smallest independently addressable force unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
AXM-15-SIMULATION-XR-A-009-torque,15-simulation-xr,Simulation physics robotics navigation and XR,torque,"Smallest independently addressable torque unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
AXM-15-SIMULATION-XR-A-010-impulse,15-simulation-xr,Simulation physics robotics navigation and XR,impulse,"Smallest independently addressable impulse unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
AXM-15-SIMULATION-XR-A-011-acceleration,15-simulation-xr,Simulation physics robotics navigation and XR,acceleration,"Smallest independently addressable acceleration unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
AXM-15-SIMULATION-XR-A-012-gravity-value,15-simulation-xr,Simulation physics robotics navigation and XR,gravity value,"Smallest independently addressable gravity value unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
AXM-15-SIMULATION-XR-A-013-friction,15-simulation-xr,Simulation physics robotics navigation and XR,friction,"Smallest independently addressable friction unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
AXM-15-SIMULATION-XR-A-014-restitution,15-simulation-xr,Simulation physics robotics navigation and XR,restitution,"Smallest independently addressable restitution unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
AXM-15-SIMULATION-XR-A-015-damping,15-simulation-xr,Simulation physics robotics navigation and XR,damping,"Smallest independently addressable damping unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
AXM-15-SIMULATION-XR-A-016-collision-layer,15-simulation-xr,Simulation physics robotics navigation and XR,collision layer,"Smallest independently addressable collision layer unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
AXM-15-SIMULATION-XR-A-017-contact-point,15-simulation-xr,Simulation physics robotics navigation and XR,contact point,"Smallest independently addressable contact point unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
AXM-15-SIMULATION-XR-A-018-contact-normal,15-simulation-xr,Simulation physics robotics navigation and XR,contact normal,"Smallest independently addressable contact normal unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
AXM-15-SIMULATION-XR-A-019-joint-axis,15-simulation-xr,Simulation physics robotics navigation and XR,joint axis,"Smallest independently addressable joint axis unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
AXM-15-SIMULATION-XR-A-020-joint-limit,15-simulation-xr,Simulation physics robotics navigation and XR,joint limit,"Smallest independently addressable joint limit unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
AXM-15-SIMULATION-XR-A-021-motor-target,15-simulation-xr,Simulation physics robotics navigation and XR,motor target,"Smallest independently addressable motor target unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
AXM-15-SIMULATION-XR-A-022-constraint-error,15-simulation-xr,Simulation physics robotics navigation and XR,constraint error,"Smallest independently addressable constraint error unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
AXM-15-SIMULATION-XR-A-023-time-step,15-simulation-xr,Simulation physics robotics navigation and XR,time step,"Smallest independently addressable time step unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
AXM-15-SIMULATION-XR-A-024-solver-iteration,15-simulation-xr,Simulation physics robotics navigation and XR,solver iteration,"Smallest independently addressable solver iteration unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
