id,level,domain_code,domain,name,definition,source_keys,source_basis,registry_status,maturity,extension_allowed,notes
AXM-16-GAMES-A-024-checkpoint-identifier,atom,16-games,Games interactive worlds and playable systems,checkpoint identifier,"Smallest independently addressable checkpoint identifier unit in games interactive worlds and playable systems, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-A-025-save-key,atom,16-games,Games interactive worlds and playable systems,save key,"Smallest independently addressable save key unit in games interactive worlds and playable systems, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-A-026-network-tick,atom,16-games,Games interactive worlds and playable systems,network tick,"Smallest independently addressable network tick unit in games interactive worlds and playable systems, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-A-027-player-slot,atom,16-games,Games interactive worlds and playable systems,player slot,"Smallest independently addressable player slot unit in games interactive worlds and playable systems, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-A-028-difficulty-value,atom,16-games,Games interactive worlds and playable systems,difficulty value,"Smallest independently addressable difficulty value unit in games interactive worlds and playable systems, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-A-029-experience-value,atom,16-games,Games interactive worlds and playable systems,experience value,"Smallest independently addressable experience value unit in games interactive worlds and playable systems, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-A-030-level-value,atom,16-games,Games interactive worlds and playable systems,level value,"Smallest independently addressable level value unit in games interactive worlds and playable systems, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-A-031-cooldown-value,atom,16-games,Games interactive worlds and playable systems,cooldown value,"Smallest independently addressable cooldown value unit in games interactive worlds and playable systems, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-A-032-damage-value,atom,16-games,Games interactive worlds and playable systems,damage value,"Smallest independently addressable damage value unit in games interactive worlds and playable systems, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-A-033-team-identifier,atom,16-games,Games interactive worlds and playable systems,team identifier,"Smallest independently addressable team identifier unit in games interactive worlds and playable systems, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-A-034-world-seed,atom,16-games,Games interactive worlds and playable systems,world seed,"Smallest independently addressable world seed unit in games interactive worlds and playable systems, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-C-001-entity,component,16-games,Games interactive worlds and playable systems,entity,"Reusable entity assembly in games interactive worlds and playable systems, with a bounded role and an interface that can be tested independently.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-C-002-gameplay-component,component,16-games,Games interactive worlds and playable systems,gameplay component,"Reusable gameplay component assembly in games interactive worlds and playable systems, with a bounded role and an interface that can be tested independently.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-C-003-ecs-archetype,component,16-games,Games interactive worlds and playable systems,ECS archetype,"Reusable ECS archetype assembly in games interactive worlds and playable systems, with a bounded role and an interface that can be tested independently.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-C-004-prefab,component,16-games,Games interactive worlds and playable systems,prefab,"Reusable prefab assembly in games interactive worlds and playable systems, with a bounded role and an interface that can be tested independently.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-C-005-game-object,component,16-games,Games interactive worlds and playable systems,game object,"Reusable game object assembly in games interactive worlds and playable systems, with a bounded role and an interface that can be tested independently.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-C-006-game-scene,component,16-games,Games interactive worlds and playable systems,game scene,"Reusable game scene assembly in games interactive worlds and playable systems, with a bounded role and an interface that can be tested independently.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-C-007-level,component,16-games,Games interactive worlds and playable systems,level,"Reusable level assembly in games interactive worlds and playable systems, with a bounded role and an interface that can be tested independently.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-C-008-world-chunk,component,16-games,Games interactive worlds and playable systems,world chunk,"Reusable world chunk assembly in games interactive worlds and playable systems, with a bounded role and an interface that can be tested independently.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-C-009-map-tile,component,16-games,Games interactive worlds and playable systems,map tile,"Reusable map tile assembly in games interactive worlds and playable systems, with a bounded role and an interface that can be tested independently.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-C-010-character,component,16-games,Games interactive worlds and playable systems,character,"Reusable character assembly in games interactive worlds and playable systems, with a bounded role and an interface that can be tested independently.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-C-011-ability,component,16-games,Games interactive worlds and playable systems,ability,"Reusable ability assembly in games interactive worlds and playable systems, with a bounded role and an interface that can be tested independently.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-C-012-item,component,16-games,Games interactive worlds and playable systems,item,"Reusable item assembly in games interactive worlds and playable systems, with a bounded role and an interface that can be tested independently.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-C-013-inventory,component,16-games,Games interactive worlds and playable systems,inventory,"Reusable inventory assembly in games interactive worlds and playable systems, with a bounded role and an interface that can be tested independently.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-C-014-quest-node,component,16-games,Games interactive worlds and playable systems,quest node,"Reusable quest node assembly in games interactive worlds and playable systems, with a bounded role and an interface that can be tested independently.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-C-015-dialogue-node,component,16-games,Games interactive worlds and playable systems,dialogue node,"Reusable dialogue node assembly in games interactive worlds and playable systems, with a bounded role and an interface that can be tested independently.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-C-016-encounter,component,16-games,Games interactive worlds and playable systems,encounter,"Reusable encounter assembly in games interactive worlds and playable systems, with a bounded role and an interface that can be tested independently.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-C-017-faction,component,16-games,Games interactive worlds and playable systems,faction,"Reusable faction assembly in games interactive worlds and playable systems, with a bounded role and an interface that can be tested independently.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-C-018-economy-rule,component,16-games,Games interactive worlds and playable systems,economy rule,"Reusable economy rule assembly in games interactive worlds and playable systems, with a bounded role and an interface that can be tested independently.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-C-019-crafting-recipe,component,16-games,Games interactive worlds and playable systems,crafting recipe,"Reusable crafting recipe assembly in games interactive worlds and playable systems, with a bounded role and an interface that can be tested independently.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-C-020-progression-tree,component,16-games,Games interactive worlds and playable systems,progression tree,"Reusable progression tree assembly in games interactive worlds and playable systems, with a bounded role and an interface that can be tested independently.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-C-021-input-map,component,16-games,Games interactive worlds and playable systems,input map,"Reusable input map assembly in games interactive worlds and playable systems, with a bounded role and an interface that can be tested independently.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-C-022-camera-rig,component,16-games,Games interactive worlds and playable systems,camera rig,"Reusable camera rig assembly in games interactive worlds and playable systems, with a bounded role and an interface that can be tested independently.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-C-023-hud-widget,component,16-games,Games interactive worlds and playable systems,HUD widget,"Reusable HUD widget assembly in games interactive worlds and playable systems, with a bounded role and an interface that can be tested independently.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-C-024-save-schema,component,16-games,Games interactive worlds and playable systems,save schema,"Reusable save schema assembly in games interactive worlds and playable systems, with a bounded role and an interface that can be tested independently.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-C-025-replay-stream,component,16-games,Games interactive worlds and playable systems,replay stream,"Reusable replay stream assembly in games interactive worlds and playable systems, with a bounded role and an interface that can be tested independently.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-C-026-network-snapshot,component,16-games,Games interactive worlds and playable systems,network snapshot,"Reusable network snapshot assembly in games interactive worlds and playable systems, with a bounded role and an interface that can be tested independently.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-C-027-localization-table,component,16-games,Games interactive worlds and playable systems,localization table,"Reusable localization table assembly in games interactive worlds and playable systems, with a bounded role and an interface that can be tested independently.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-C-028-game-mode,component,16-games,Games interactive worlds and playable systems,game mode,"Reusable game mode assembly in games interactive worlds and playable systems, with a bounded role and an interface that can be tested independently.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-C-029-mission,component,16-games,Games interactive worlds and playable systems,mission,"Reusable mission assembly in games interactive worlds and playable systems, with a bounded role and an interface that can be tested independently.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-C-030-achievement,component,16-games,Games interactive worlds and playable systems,achievement,"Reusable achievement assembly in games interactive worlds and playable systems, with a bounded role and an interface that can be tested independently.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-C-031-match-configuration,component,16-games,Games interactive worlds and playable systems,match configuration,"Reusable match configuration assembly in games interactive worlds and playable systems, with a bounded role and an interface that can be tested independently.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-C-032-world-state,component,16-games,Games interactive worlds and playable systems,world state,"Reusable world state assembly in games interactive worlds and playable systems, with a bounded role and an interface that can be tested independently.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-O-001-game-loop-runtime,organ,16-games,Games interactive worlds and playable systems,game-loop runtime,"Functional subsystem for game-loop runtime in games interactive worlds and playable systems; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-O-002-entity-component-system,organ,16-games,Games interactive worlds and playable systems,entity-component system,"Functional subsystem for entity-component system in games interactive worlds and playable systems; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-O-003-gameplay-rule-engine,organ,16-games,Games interactive worlds and playable systems,gameplay-rule engine,"Functional subsystem for gameplay-rule engine in games interactive worlds and playable systems; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-O-004-world-builder,organ,16-games,Games interactive worlds and playable systems,world builder,"Functional subsystem for world builder in games interactive worlds and playable systems; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-O-005-level-streaming-organ,organ,16-games,Games interactive worlds and playable systems,level-streaming organ,"Functional subsystem for level-streaming organ in games interactive worlds and playable systems; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-O-006-encounter-director,organ,16-games,Games interactive worlds and playable systems,encounter director,"Functional subsystem for encounter director in games interactive worlds and playable systems; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-O-007-quest-and-dialogue-engine,organ,16-games,Games interactive worlds and playable systems,quest and dialogue engine,"Functional subsystem for quest and dialogue engine in games interactive worlds and playable systems; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-O-008-inventory-and-economy-organ,organ,16-games,Games interactive worlds and playable systems,inventory and economy organ,"Functional subsystem for inventory and economy organ in games interactive worlds and playable systems; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-O-009-input-system,organ,16-games,Games interactive worlds and playable systems,input system,"Functional subsystem for input system in games interactive worlds and playable systems; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-O-010-camera-system,organ,16-games,Games interactive worlds and playable systems,camera system,"Functional subsystem for camera system in games interactive worlds and playable systems; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-O-011-save-and-load-organ,organ,16-games,Games interactive worlds and playable systems,save and load organ,"Functional subsystem for save and load organ in games interactive worlds and playable systems; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-O-012-replay-organ,organ,16-games,Games interactive worlds and playable systems,replay organ,"Functional subsystem for replay organ in games interactive worlds and playable systems; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-O-013-multiplayer-synchronization-organ,organ,16-games,Games interactive worlds and playable systems,multiplayer-synchronization organ,"Functional subsystem for multiplayer-synchronization organ in games interactive worlds and playable systems; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-O-014-game-ui-and-hud-organ,organ,16-games,Games interactive worlds and playable systems,game UI and HUD organ,"Functional subsystem for game UI and HUD organ in games interactive worlds and playable systems; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-O-015-content-packager,organ,16-games,Games interactive worlds and playable systems,content packager,"Functional subsystem for content packager in games interactive worlds and playable systems; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-O-016-balance-analyzer,organ,16-games,Games interactive worlds and playable systems,balance analyzer,"Functional subsystem for balance analyzer in games interactive worlds and playable systems; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-O-017-procedural-world-organ,organ,16-games,Games interactive worlds and playable systems,procedural-world organ,"Functional subsystem for procedural-world organ in games interactive worlds and playable systems; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-O-018-matchmaking-organ,organ,16-games,Games interactive worlds and playable systems,matchmaking organ,"Functional subsystem for matchmaking organ in games interactive worlds and playable systems; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-16-GAMES-O-019-gameplay-telemetry-organ,organ,16-games,Games interactive worlds and playable systems,gameplay-telemetry organ,"Functional subsystem for gameplay-telemetry organ in games interactive worlds and playable systems; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-A-001-document-character,atom,17-documents-office,Documents publishing spreadsheets presentations and forms,document character,"Smallest independently addressable document character unit in documents publishing spreadsheets presentations and forms, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-A-002-glyph-reference,atom,17-documents-office,Documents publishing spreadsheets presentations and forms,glyph reference,"Smallest independently addressable glyph reference unit in documents publishing spreadsheets presentations and forms, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-A-003-text-style-property,atom,17-documents-office,Documents publishing spreadsheets presentations and forms,text-style property,"Smallest independently addressable text-style property unit in documents publishing spreadsheets presentations and forms, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-A-004-paragraph-style-property,atom,17-documents-office,Documents publishing spreadsheets presentations and forms,paragraph-style property,"Smallest independently addressable paragraph-style property unit in documents publishing spreadsheets presentations and forms, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-A-005-section-break,atom,17-documents-office,Documents publishing spreadsheets presentations and forms,section break,"Smallest independently addressable section break unit in documents publishing spreadsheets presentations and forms, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-A-006-page-break,atom,17-documents-office,Documents publishing spreadsheets presentations and forms,page break,"Smallest independently addressable page break unit in documents publishing spreadsheets presentations and forms, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-A-007-column-break,atom,17-documents-office,Documents publishing spreadsheets presentations and forms,column break,"Smallest independently addressable column break unit in documents publishing spreadsheets presentations and forms, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-A-008-list-marker,atom,17-documents-office,Documents publishing spreadsheets presentations and forms,list marker,"Smallest independently addressable list marker unit in documents publishing spreadsheets presentations and forms, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-A-009-footnote-marker,atom,17-documents-office,Documents publishing spreadsheets presentations and forms,footnote marker,"Smallest independently addressable footnote marker unit in documents publishing spreadsheets presentations and forms, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-A-010-citation-key,atom,17-documents-office,Documents publishing spreadsheets presentations and forms,citation key,"Smallest independently addressable citation key unit in documents publishing spreadsheets presentations and forms, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-A-011-bookmark,atom,17-documents-office,Documents publishing spreadsheets presentations and forms,bookmark,"Smallest independently addressable bookmark unit in documents publishing spreadsheets presentations and forms, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-A-012-hyperlink-target,atom,17-documents-office,Documents publishing spreadsheets presentations and forms,hyperlink target,"Smallest independently addressable hyperlink target unit in documents publishing spreadsheets presentations and forms, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-A-013-field-code,atom,17-documents-office,Documents publishing spreadsheets presentations and forms,field code,"Smallest independently addressable field code unit in documents publishing spreadsheets presentations and forms, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-A-014-page-number,atom,17-documents-office,Documents publishing spreadsheets presentations and forms,page number,"Smallest independently addressable page number unit in documents publishing spreadsheets presentations and forms, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-A-015-cell-address,atom,17-documents-office,Documents publishing spreadsheets presentations and forms,cell address,"Smallest independently addressable cell address unit in documents publishing spreadsheets presentations and forms, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-A-016-cell-value,atom,17-documents-office,Documents publishing spreadsheets presentations and forms,cell value,"Smallest independently addressable cell value unit in documents publishing spreadsheets presentations and forms, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-A-017-formula-token,atom,17-documents-office,Documents publishing spreadsheets presentations and forms,formula token,"Smallest independently addressable formula token unit in documents publishing spreadsheets presentations and forms, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-A-018-formula-operator,atom,17-documents-office,Documents publishing spreadsheets presentations and forms,formula operator,"Smallest independently addressable formula operator unit in documents publishing spreadsheets presentations and forms, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
